season,episode,title,scene,speaker,line,Unnamed: 6
9,12,Customer Loyalty,7553,Angela,"I have no information. But I'm sure as soon as they know, they'll call you.",
9,12,Customer Loyalty,7561,Angela,"Well, I think it would be immoral for Erin to cheat on Andy.",
9,12,Customer Loyalty,7561,Angela,Yes. And he didn't like it.,
9,12,Customer Loyalty,7565,Oscar,"People, it's 2013. Erin is a strong, independent woman. Who says she has to end up with any man?",
9,12,Customer Loyalty,7572,Toby,"Hey, really nice job in that meeting in there.",
9,12,Customer Loyalty,7572,Toby," So proud of you, Hon.",
9,12,Customer Loyalty,7572,Toby,"I'm just curious though, what do you have against Pete and Erin?",
9,12,Customer Loyalty,7572,Toby,"Pete's a pretty cool guy, though, and Andy was a terrible lover to Erin. He basically ignored her and left on a boat.",
9,12,Customer Loyalty,7575,Oscar,I'll watch it. Let's get this over with.,
9,12,Customer Loyalty,7575,Oscar,User error. I've heard of that happening to other people.,
9,12,Customer Loyalty,7575,Angela,"Oscar, don't rub it in. I'm sure Pam is already kicking herself for choosing a phone call over her child.",
9,12,Customer Loyalty,7579,Toby,Lady...you never stop surprising me.,
9,13,Junior Salesman,7609,Angela,I don't want to sit near any of those people for the next 20 years. Someone say something.,
9,13,Junior Salesman,7609,Oscar,"Yeah, but Jim, Dwight's a weirdo. We can't blame a weirdo for bringing in weirdos. We can blame a normal for creating a situation where a weirdo was allowed to bring in weirdos.",
9,14,Vandalism,7637,Angela,"Excuse me, everyone. Is it OK if I leave early from work today? It's Phillip's first birthday and the senator and I are hosting a party at our house.",
9,14,Vandalism,7637,Angela,"No. No children. Our house is not kid-friendly. Most of our furniture is sharp. Also, ew. It will mostly be campaign donors.",
9,14,Vandalism,7637,Angela,"No, no, please. You know, actually, none of you could even really make the cut for this thing. Which I am so sad about.",
9,14,Vandalism,7637,Oscar," Angela. You're going to find out, so I thought I'd let you know that, uh, Robert invited me too.",
9,14,Vandalism,7638,Oscar,"Angela's husband and I are in love. But, as a politician in this town, you still need the conventional blonde wife on your lawn signs. He is risking everything to have me there today.  Me.",
9,14,Vandalism,7639,Angela," We agreed that you wouldn't be seen with him in public. It's humiliating for me. Well, if you get to bring a stud, maybe I do too.",
9,14,Vandalism,7645,Oscar,I was politely saying nothing can be done. I thought I was clear.,
9,14,Vandalism,7647,Angela,"Exciting news. There's room for one more at my son's birthday event. And, I want you.",
9,14,Vandalism,7647,Angela,What? Wait. The state transportation secretary will be there. You could sell your beet salt idea to the highway people.,
9,14,Vandalism,7650,Oscar, That painting is just... How can anyone that weighs less than a guinea hen be so terrifying?,
9,14,Vandalism,7650,Angela," Oh, Robert, you're horrible.  Simon, Maxine.  Who let you guys in here?",
9,14,Vandalism,7652,Toby, You sort of deserve an apology here. Frank?,
9,14,Vandalism,7652,Toby,There were two or three 'sorry's in there. ,
9,14,Vandalism,7656,Oscar,One of his tee shots can wipe out a whole owl population.,
9,14,Vandalism,7657,Oscar,"Maybe I should be insulted that he only invited me here to be his token Mexican friend. But, he could of invited any number of Hispanics that he knows. His gardener, Rogelio. Or he could've invited... Rogelio. But, he chose me. Rogelio's Malaysian... The son of a bitch is Malaysian.",
9,15,Couples Discount,7676,Angela,They have a nail salon there where I get my feet detailed.  They use a watch repair kit.,
9,15,Couples Discount,7676,Oscar,"Darryl, everyone seems to be pairing off. Do you want to pretend to be a couple so we get the...",
9,15,Couples Discount,7676,Oscar,"All right, it'll be easy. Don't be nervous, just follow my...",
9,15,Couples Discount,7681,Oscar, Hi. We'd like a couples discount on a pair of foot massages.,
9,15,Couples Discount,7681,Oscar,We are together. Romantically.,
9,15,Couples Discount,7686,Oscar,What happened? We thought you were coming back tomorrow.,
9,15,Couples Discount,7688,Oscar,"So, you're concerned about peoples' long absence from their place of work?",
9,15,Couples Discount,7690,Jan,Seriously? You're calling me a few weeks after finalizing our contract to gouge me now for more money? Is that what you're doing?,
9,15,Couples Discount,7690,Jan,"You know what? You know what, uh, Nard dog? There is an option in the contract that allows me to back out within 30 days of signing. So, I would like to exercise that option.",
9,15,Couples Discount,7690,Jan,Tell Angela to send me a final invoice.,
9,15,Couples Discount,7691,Angela,"Yes, well, as you know, we get paid on Fridays. And you haven't been here for 12 Fridays. ",
9,15,Couples Discount,7691,Angela,It's a bonus check. For you. From Wallace. Because the branch exceeded it's targets over the past quarter.,
9,15,Couples Discount,7691,Oscar,A quarter's three months. That's how long you've been gone.,
9,16,Moving On,7711,Angela,"Dwight, that's awful.",
9,16,Moving On,7711,Angela,"What do you mean by ""poisoned""?",
9,16,Moving On,7723,Toby,"You can't fire Pete. You understand why, right?",
9,16,Moving On,7723,Toby,"Oh, Andy, we had this exact same conversation when you wanted to get rid of Nellie. You can't just get rid of people over grudges.",
9,16,Moving On,7723,Toby,"Alright, well look. While I have you here, this is a relationship disclosure form for Pete & Erin.",
9,16,Moving On,7723,Toby,"It's just boiler plating, you don't have to read it.",
9,16,Moving On,7723,Toby,I already signed it. I was just showing you.,
9,16,Moving On,7723,Toby,"Andy, it's not the original. And destroying it will not stop them from dating. Andy.  It's the original.",
9,16,Moving On,7726,Angela, I'm gonna give your aunt a proper bath and a haircut like a lady! And you two are gonna shut up about it! Do you have a bathtub?,
9,16,Moving On,7728,Toby,Hey Nellie. Mmm. I am so sick of February. It's the shortest month but it sure doesn't feel that way. We should catch up.,
9,16,Moving On,7728,Toby,Y'know I've been going over my notes from the trial...,
9,16,Moving On,7728,Toby,...feel like I may have glossed over a few...,
9,16,Moving On,7728,Toby,I've been drafting a letter.,
9,16,Moving On,7736,Angela,Oh hush. Loose braids reflect a loose character. Now stay still.,
9,16,Moving On,7736,Angela,"I think your hair is much too long for your age, by the way.",
9,16,Moving On,7737,Toby,I'm going to the prison. This afternoon. I'm gonna talk to the strangler.,
9,16,Moving On,7737,Toby,Well I just wanted to say I'm doing it. ,
9,16,Moving On,7740,Toby,"Hi, I'm uh, Toby Flenderson. I'm here to see George Howard Scubb.",
9,16,Moving On,7741,Toby,"This is the prison. Uh, I am not going in there with expectations, per say. Uh, I will meet George Howard Scubb. I will tell him that I believe he is innocent. I would understand if he felt motivated to hug me. I would understand if a friendship began. How did, how did Bogart put it?  I think this is a start of my first friendship.",
9,16,Moving On,7752,Oscar,"You could all be doing this, just saying.",
9,16,Moving On,7753,Oscar,"I watch way too many ads online and I don't do enough situps. So I bought these. Now, every time an ad pops up online, I get 30 seconds of ab blasting. I call it Ads for Abs. Ironically, I learned about the boots from an ad online.",
9,16,Moving On,7754,Oscar,"I'll tell you why. Because...the floor...is...disgusting. Yeah, my trainer said everybody fails working out, that's how you win. Alright  Ok. Kevin? A little help buddy?",
9,16,Moving On,7754,Oscar,"Just- People! I'm not going anywhere. Soon, my core will get strong again and when that happens I'll be able to- Head rush! Ah! Can someone please help me?  I- Hey! I'm not going anywhere! I'll be right here! Oh that's not good.  Hey guys! I've got twenty bucks for anyone who will help me. Kevin, would you like a pizza?",
9,17,The Farm,7758,Oscar,"I'm so sorry, Dwight. And if you want me to be there, of course I will go. I just... have a personal training session...",
9,17,The Farm,7759,Oscar,I get red dirt. Nobody is getting red dirt. I should've kept my mouth shut. We're not even that close. I've only known Dwight... 12 years. 12 years. Time is a son of a bitch.,
9,18,Promos,7794,Angela,Can we skip the color commentary and just have Andy go out there and fire her?,
9,18,Promos,7794,Toby,He- he can't do that. Turns out she's allowed to have feelings of sexual arousal. It doesn't become a violation until she physically acts on it.,
9,18,Promos,7794,Oscar,"Toby, how do you propose that we-",
9,18,Promos,7795,Angela,"Here you go. And good for you Dwight, I'm so glad you found someone. I bet she's got kind eyes.",
9,18,Promos,7796,Angela,Dwight is dating a brussel sprout farmer named Esther. She's coming here this afternoon with her father. Who knows? Maybe she'll be pulling the horse cart! ,
9,18,Promos,7798,Oscar,There's a promo for the new documentary on the web.,
9,18,Promos,7800,Angela,Your screen is all black. You just unplugged your computer.,
9,18,Promos,7803,Angela,I bet she does. I bet she'll eat them right out of your hand with those big strong teeth.,
9,18,Promos,7805,Angela,"I guess men find Esther attractive. I mean if there are chubby chasers, then there are men that like that....thing.",
9,18,Promos,7808,Toby,"A little ironic that I'm going to be kind of a TV star, because my last Chad Flendermen novel  was based on a murdered TV star. The small screen-",
9,18,Promos,7808,Oscar,"Hey guys, I just found another promo. It's in Danish. I guess it's gonna start airing in Denmark.",
9,18,Promos,7809,Angela,"What about me? ""Klokken tre pige""",
9,18,Promos,7809,Angela,"What? Why would they...wait a second, wait a second! What was that?  Oh! I didn't know they were filming then!",
9,18,Promos,7809,Oscar,It looks like the camera man was hiding behind the shelves.,
9,18,Promos,7810,Angela,"There was much more secret filming than I expected.  But I am fine with it, I mean it. I am.",
9,18,Promos,7810,Oscar,Are you kidding me? It's like half the show is secret footage.,
9,18,Promos,7810,Oscar,"Yes, Erin. They film us at night when we're sleeping. Cause that makes great TV!",
9,18,Promos,7810,Oscar,I'm sorry sweetie. This whole thing is just freaking me out.,
9,18,Promos,7811,Oscar,"I have been very honest with you guys. In a way that could seriously impact the political career of a very good friend of mine. You're not going to use any of that, are you?",
9,18,Promos,7812,Angela,I think we need to figure out what's going on. I might just take a little walk.,
9,18,Promos,7812,Oscar,"Ok everyone, turn off your mikes.",
9,18,Promos,7812,Angela,We need to know more. Did their shots have sound? What exactly did they get on tape?,
9,18,Promos,7819,Angela," Alright, how much have you revealed on camera about your relationship with the senator?",
9,18,Promos,7819,Angela,Oh!  Stop it! Stop kissing him! Someone needs to call and warn him. This could ruin his career.,
9,18,Promos,7823,Oscar,"Um the documentary's going to be airing soon, and, and you look great in the promos.",
9,18,Promos,7823,Oscar,"Hey, I get the sense you're gonna be outed as gay.",
9,18,Promos,7823,Angela,"Yes and I cheated on you with Dwight, it looks like they got it on film. I didn't tell you about it.",
9,19,Stairmageddon,7829,Oscar,Our office has an unusually large number of... unusually large people.,
9,19,Stairmageddon,7831,Oscar,"So when something as routine as elevator maintenance happens, and people are forced to expend cardiovascular effort, we have to compare it to the end of time.",
9,19,Stairmageddon,7833,Oscar,"""The Office: An American Workplace airing on PBS next month is a documentary following the employees of Scranton's own Dunder Mifflin Paper Company!""",
9,19,Stairmageddon,7840,Toby,"Oh, sure, lots of times. Yeah. Wait, you and Pam aren't in couple's counseling, are you? Oh, God.",
9,19,Stairmageddon,7840,Toby,"Oh, you guys. Kelly called it. 2013. So s�hey! Hey! Hey, no! No! Get outta here. Clark, get outta here.",
9,19,Stairmageddon,7840,Toby,"Yes, it is your mistake. He's lingering. So annoying. I'm gonna kill him. How can I help? I'm here.",
9,19,Stairmageddon,7842,Angela,"Thank you, Stan. Oh, honey.  Look, I just want our life to get back to normal. Ribbon cuttings, charity balls.",
9,19,Stairmageddon,7842,Angela,"All right, if I have to be the good wife, I'll be the best damn wife there is. Correction. Best darn wife. Sorry, I'm a better wife than that. ",
9,19,Stairmageddon,7851,Toby,You're really there to talk to each other. I would say that the therapist is more of a facilitator.,
9,19,Stairmageddon,7851,Toby,"He might start by asking each of you, ""Why do you think you're here?""",
9,19,Stairmageddon,7855,Toby,"I mean, what's the end date? It must be really hard for her to sign on to be unhappy if she doesn't know when it's gonna end.",
9,20,Paper Airplane,7877,Toby,"Hey I left my glasses down here somewhere. Crossing through, beep beep. ",
